exp_name,srx,srr
jurkat_sgRNA_27_3_L001,SRX24258727,SRR28690546
jurkat_sgRNA_3_3_L003,SRX24258728,SRR28690545
jurkat_mRNA_27_3_L002,SRX24258729,SRR28690544
jurkat_sgRNA_27_3_L002,SRX24258730,SRR28690543
jurkat_mRNA_27_3_L003,SRX24258731,SRR28690542
jurkat_sgRNA_27_3_L003,SRX24258732,SRR28690541
jurkat_mRNA_27_3_L004,SRX24258733,SRR28690540
jurkat_sgRNA_27_3_L004,SRX24258734,SRR28690539
jurkat_mRNA_27_4_L001,SRX24258735,SRR28690538
jurkat_sgRNA_27_4_L001,SRX24258736,SRR28690537
jurkat_mRNA_29_1_L001,SRX24274365,SRR28707439
jurkat_sgRNA_29_1_L001,SRX24274366,SRR28707438
jurkat_mRNA_29_2_L002,SRX24274367,SRR28707437
jurkat_mRNA_32_1_L003,SRX24274368,SRR28707436
jurkat_sgRNA_32_1_L003,SRX24274369,SRR28707435
jurkat_mRNA_32_1_L004,SRX24274370,SRR28707434
jurkat_sgRNA_32_1_L004,SRX24274371,SRR28707433
jurkat_mRNA_32_2_L001,SRX24274372,SRR28707432
jurkat_sgRNA_32_2_L001,SRX24274373,SRR28707431
jurkat_mRNA_32_2_L002,SRX24274374,SRR28707430
jurkat_sgRNA_32_2_L002,SRX24274375,SRR28707429
jurkat_mRNA_32_2_L003,SRX24274376,SRR28707428
jurkat_sgRNA_32_2_L003,SRX24274377,SRR28707427
jurkat_sgRNA_29_2_L002,SRX24274378,SRR28707426
jurkat_mRNA_32_2_L004,SRX24274379,SRR28707425
jurkat_sgRNA_32_2_L004,SRX24274380,SRR28707424
jurkat_mRNA_32_3_L001,SRX24274381,SRR28707423
jurkat_sgRNA_32_3_L001,SRX24274382,SRR28707422
jurkat_mRNA_32_3_L002,SRX24274383,SRR28707421
jurkat_sgRNA_32_3_L002,SRX24274384,SRR28707420
jurkat_mRNA_32_3_L003,SRX24274385,SRR28707419
jurkat_sgRNA_32_3_L003,SRX24274386,SRR28707418
jurkat_mRNA_32_3_L004,SRX24274387,SRR28707417
jurkat_sgRNA_32_3_L004,SRX24274388,SRR28707416
jurkat_sgRNA_33_2_L003,SRX24274389,SRR28707415
jurkat_mRNA_33_2_L004,SRX24274390,SRR28707414
jurkat_sgRNA_33_2_L004,SRX24274391,SRR28707413
jurkat_mRNA_33_3_L001,SRX24274392,SRR28707412
jurkat_sgRNA_33_3_L001,SRX24274393,SRR28707411
jurkat_mRNA_33_3_L002,SRX24274394,SRR28707410
jurkat_sgRNA_33_3_L002,SRX24274395,SRR28707409
jurkat_mRNA_33_3_L003,SRX24274396,SRR28707408
jurkat_sgRNA_33_3_L003,SRX24274397,SRR28707407
jurkat_sgRNA_29_2_L004,SRX24274398,SRR28707406
jurkat_mRNA_33_3_L004,SRX24274399,SRR28707405
jurkat_sgRNA_33_3_L004,SRX24274400,SRR28707404
jurkat_mRNA_33_4_L001,SRX24274401,SRR28707403
jurkat_sgRNA_33_4_L001,SRX24274402,SRR28707402
jurkat_mRNA_33_4_L002,SRX24274403,SRR28707401
jurkat_sgRNA_33_4_L002,SRX24274404,SRR28707400
jurkat_mRNA_33_4_L003,SRX24274405,SRR28707399
jurkat_sgRNA_33_4_L003,SRX24274406,SRR28707398
jurkat_mRNA_33_4_L004,SRX24274407,SRR28707397
jurkat_sgRNA_33_4_L004,SRX24274408,SRR28707396
jurkat_mRNA_29_3_L001,SRX24274409,SRR28707395
jurkat_mRNA_34_1_L001,SRX24274410,SRR28707394
jurkat_sgRNA_34_1_L001,SRX24274411,SRR28707393
jurkat_mRNA_34_1_L002,SRX24274412,SRR28707392
jurkat_mRNA_36_1_L003,SRX24274413,SRR28707391
jurkat_sgRNA_36_1_L003,SRX24274414,SRR28707390
jurkat_sgRNA_29_3_L004,SRX24274415,SRR28707389
jurkat_mRNA_36_1_L004,SRX24274416,SRR28707388
jurkat_sgRNA_36_1_L004,SRX24274417,SRR28707387
jurkat_mRNA_36_2_L001,SRX24274418,SRR28707386
jurkat_sgRNA_36_2_L001,SRX24274419,SRR28707385
jurkat_mRNA_36_2_L002,SRX24274420,SRR28707384
jurkat_sgRNA_36_2_L002,SRX24274421,SRR28707383
jurkat_mRNA_36_2_L003,SRX24274422,SRR28707382
jurkat_sgRNA_36_2_L003,SRX24274423,SRR28707381
jurkat_mRNA_36_2_L004,SRX24274424,SRR28707380
jurkat_sgRNA_36_2_L004,SRX24274425,SRR28707379
jurkat_mRNA_29_4_L001,SRX24274426,SRR28707378
jurkat_mRNA_36_3_L001,SRX24274427,SRR28707377
jurkat_sgRNA_36_3_L001,SRX24274428,SRR28707376
jurkat_mRNA_36_3_L002,SRX24274429,SRR28707375
jurkat_sgRNA_36_3_L002,SRX24274430,SRR28707374
jurkat_mRNA_36_3_L003,SRX24274431,SRR28707373
jurkat_sgRNA_36_3_L003,SRX24274432,SRR28707372
jurkat_mRNA_36_3_L004,SRX24274433,SRR28707371
jurkat_sgRNA_36_3_L004,SRX24274434,SRR28707370
jurkat_mRNA_36_4_L001,SRX24274435,SRR28707369
jurkat_sgRNA_36_4_L001,SRX24274436,SRR28707368
jurkat_sgRNA_38_1_L003,SRX24274437,SRR28707367
jurkat_mRNA_38_1_L004,SRX24274438,SRR28707366
jurkat_sgRNA_38_1_L004,SRX24274439,SRR28707365
jurkat_mRNA_38_2_L001,SRX24274440,SRR28707364
jurkat_sgRNA_38_2_L001,SRX24274441,SRR28707363
jurkat_mRNA_38_2_L002,SRX24274442,SRR28707362
jurkat_sgRNA_38_2_L002,SRX24274443,SRR28707361
jurkat_sgRNA_29_1_L002,SRX24274444,SRR28707360
jurkat_mRNA_29_4_L004,SRX24274445,SRR28707359
jurkat_mRNA_38_2_L003,SRX24274446,SRR28707358
jurkat_sgRNA_38_2_L003,SRX24274447,SRR28707357
jurkat_mRNA_38_2_L004,SRX24274448,SRR28707356
jurkat_sgRNA_38_2_L004,SRX24274449,SRR28707355
jurkat_mRNA_38_3_L001,SRX24274450,SRR28707354
jurkat_sgRNA_38_3_L001,SRX24274451,SRR28707353
jurkat_mRNA_38_3_L002,SRX24274452,SRR28707352
jurkat_sgRNA_38_3_L002,SRX24274453,SRR28707351
jurkat_mRNA_38_3_L003,SRX24274454,SRR28707350
jurkat_sgRNA_38_3_L003,SRX24274455,SRR28707349
jurkat_sgRNA_29_4_L004,SRX24274456,SRR28707348
jurkat_mRNA_38_3_L004,SRX24274457,SRR28707347
jurkat_sgRNA_38_3_L004,SRX24274458,SRR28707346
jurkat_mRNA_38_4_L001,SRX24274459,SRR28707345
jurkat_sgRNA_38_4_L001,SRX24274460,SRR28707344
jurkat_mRNA_30_1_L004,SRX24274461,SRR28707343
jurkat_mRNA_40_4_L003,SRX24274462,SRR28707342
jurkat_sgRNA_40_4_L003,SRX24274463,SRR28707341
jurkat_mRNA_40_4_L004,SRX24274464,SRR28707340
jurkat_sgRNA_40_4_L004,SRX24274465,SRR28707339
jurkat_mRNA_41_1_L001,SRX24274466,SRR28707338
jurkat_sgRNA_41_1_L001,SRX24274467,SRR28707337
jurkat_mRNA_41_1_L002,SRX24274468,SRR28707336
jurkat_sgRNA_41_1_L002,SRX24274469,SRR28707335
jurkat_mRNA_41_1_L003,SRX24274470,SRR28707334
jurkat_sgRNA_41_1_L003,SRX24274471,SRR28707333
jurkat_sgRNA_30_1_L004,SRX24274472,SRR28707332
jurkat_mRNA_41_1_L004,SRX24274473,SRR28707331
jurkat_sgRNA_41_1_L004,SRX24274474,SRR28707330
jurkat_mRNA_41_2_L001,SRX24274475,SRR28707329
jurkat_sgRNA_41_2_L001,SRX24274476,SRR28707328
jurkat_mRNA_41_2_L002,SRX24274477,SRR28707327
jurkat_sgRNA_41_2_L002,SRX24274478,SRR28707326
jurkat_mRNA_41_2_L003,SRX24274479,SRR28707325
jurkat_sgRNA_41_2_L003,SRX24274480,SRR28707324
jurkat_mRNA_41_2_L004,SRX24274481,SRR28707323
jurkat_sgRNA_41_2_L004,SRX24274482,SRR28707322
jurkat_mRNA_29_1_L003,SRX24274483,SRR28707321
jurkat_mRNA_30_2_L001,SRX24274484,SRR28707320
jurkat_mRNA_42_4_L003,SRX24274485,SRR28707319
jurkat_sgRNA_42_4_L003,SRX24274486,SRR28707318
jurkat_mRNA_42_4_L004,SRX24274487,SRR28707317
jurkat_sgRNA_42_4_L004,SRX24274488,SRR28707316
jurkat_mRNA_43_1_L001,SRX24274489,SRR28707315
jurkat_sgRNA_43_1_L001,SRX24274490,SRR28707314
jurkat_sgRNA_30_2_L003,SRX24274491,SRR28707313
jurkat_mRNA_43_1_L002,SRX24274492,SRR28707312
jurkat_sgRNA_43_1_L002,SRX24274493,SRR28707311
jurkat_mRNA_43_1_L003,SRX24274494,SRR28707310
jurkat_sgRNA_43_1_L003,SRX24274495,SRR28707309
jurkat_mRNA_43_1_L004,SRX24274496,SRR28707308
jurkat_sgRNA_43_1_L004,SRX24274497,SRR28707307
jurkat_mRNA_43_2_L001,SRX24274498,SRR28707306
jurkat_sgRNA_43_2_L001,SRX24274499,SRR28707305
jurkat_mRNA_43_2_L002,SRX24274500,SRR28707304
jurkat_sgRNA_43_2_L002,SRX24274501,SRR28707303
jurkat_mRNA_30_2_L004,SRX24274502,SRR28707302
jurkat_mRNA_43_2_L003,SRX24274503,SRR28707301
jurkat_sgRNA_43_2_L003,SRX24274504,SRR28707300
jurkat_mRNA_43_2_L004,SRX24274505,SRR28707299
jurkat_sgRNA_43_2_L004,SRX24274506,SRR28707298
jurkat_mRNA_43_3_L001,SRX24274507,SRR28707297
jurkat_sgRNA_43_3_L001,SRX24274508,SRR28707296
jurkat_sgRNA_44_4_L003,SRX24274509,SRR28707295
jurkat_sgRNA_30_3_L002,SRX24274510,SRR28707294
jurkat_mRNA_44_4_L004,SRX24274511,SRR28707293
jurkat_sgRNA_44_4_L004,SRX24274512,SRR28707292
jurkat_mRNA_45_1_L001,SRX24274513,SRR28707291
jurkat_sgRNA_45_1_L001,SRX24274514,SRR28707290
jurkat_mRNA_45_1_L002,SRX24274515,SRR28707289
jurkat_sgRNA_45_1_L002,SRX24274516,SRR28707288
jurkat_mRNA_45_1_L003,SRX24274517,SRR28707287
jurkat_sgRNA_45_1_L003,SRX24274518,SRR28707286
jurkat_mRNA_45_1_L004,SRX24274519,SRR28707285
jurkat_sgRNA_45_1_L004,SRX24274520,SRR28707284
jurkat_mRNA_30_3_L003,SRX24274521,SRR28707283
jurkat_mRNA_45_2_L001,SRX24274522,SRR28707282
jurkat_sgRNA_45_2_L001,SRX24274523,SRR28707281
jurkat_mRNA_45_2_L002,SRX24274524,SRR28707280
jurkat_sgRNA_45_2_L002,SRX24274525,SRR28707279
jurkat_mRNA_45_2_L003,SRX24274526,SRR28707278
jurkat_sgRNA_45_2_L003,SRX24274527,SRR28707277
jurkat_mRNA_45_2_L004,SRX24274528,SRR28707276
jurkat_sgRNA_45_2_L004,SRX24274529,SRR28707275
jurkat_mRNA_45_3_L001,SRX24274530,SRR28707274
jurkat_sgRNA_45_3_L001,SRX24274531,SRR28707273
jurkat_sgRNA_30_3_L003,SRX24274532,SRR28707272
jurkat_mRNA_46_2_L001,SRX24274533,SRR28707271
jurkat_sgRNA_46_2_L001,SRX24274534,SRR28707270
jurkat_mRNA_46_2_L002,SRX24274535,SRR28707269
jurkat_sgRNA_46_2_L002,SRX24274536,SRR28707268
jurkat_mRNA_46_2_L003,SRX24274537,SRR28707267
jurkat_sgRNA_46_2_L003,SRX24274538,SRR28707266
jurkat_mRNA_46_2_L004,SRX24274539,SRR28707265
jurkat_sgRNA_46_2_L004,SRX24274540,SRR28707264
jurkat_mRNA_30_4_L001,SRX24274541,SRR28707263
jurkat_mRNA_46_3_L001,SRX24274542,SRR28707262
jurkat_sgRNA_46_3_L001,SRX24274543,SRR28707261
jurkat_mRNA_46_3_L002,SRX24274544,SRR28707260
jurkat_sgRNA_46_3_L002,SRX24274545,SRR28707259
jurkat_mRNA_46_3_L003,SRX24274546,SRR28707258
jurkat_sgRNA_46_3_L003,SRX24274547,SRR28707257
jurkat_mRNA_46_3_L004,SRX24274548,SRR28707256
jurkat_sgRNA_46_3_L004,SRX24274549,SRR28707255
jurkat_mRNA_46_4_L001,SRX24274550,SRR28707254
jurkat_sgRNA_46_4_L001,SRX24274551,SRR28707253
jurkat_sgRNA_30_4_L001,SRX24274552,SRR28707252
jurkat_mRNA_46_4_L002,SRX24274553,SRR28707251
jurkat_sgRNA_46_4_L002,SRX24274554,SRR28707250
jurkat_mRNA_46_4_L003,SRX24274555,SRR28707249
jurkat_sgRNA_46_4_L003,SRX24274556,SRR28707248
jurkat_sgRNA_48_4_L004,SRX24274557,SRR28707247
jurkat_mRNA_31_1_L001,SRX24274558,SRR28707246
jurkat_mRNA_49_1_L001,SRX24274559,SRR28707245
jurkat_sgRNA_49_1_L001,SRX24274560,SRR28707244
jurkat_mRNA_49_1_L002,SRX24274561,SRR28707243
jurkat_sgRNA_49_1_L002,SRX24274562,SRR28707242
jurkat_mRNA_49_1_L003,SRX24274563,SRR28707241
jurkat_sgRNA_49_1_L003,SRX24274564,SRR28707240
jurkat_mRNA_49_1_L004,SRX24274565,SRR28707239
jurkat_sgRNA_49_1_L004,SRX24274566,SRR28707238
jurkat_mRNA_49_2_L001,SRX24274567,SRR28707237
jurkat_sgRNA_49_2_L001,SRX24274568,SRR28707236
jurkat_sgRNA_31_1_L001,SRX24274569,SRR28707235
jurkat_mRNA_49_2_L002,SRX24274570,SRR28707234
jurkat_sgRNA_49_2_L002,SRX24274571,SRR28707233
jurkat_mRNA_49_2_L003,SRX24274572,SRR28707232
jurkat_sgRNA_49_2_L003,SRX24274573,SRR28707231
jurkat_mRNA_49_2_L004,SRX24274574,SRR28707230
jurkat_sgRNA_49_2_L004,SRX24274575,SRR28707229
jurkat_mRNA_49_3_L001,SRX24274576,SRR28707228
jurkat_sgRNA_49_3_L001,SRX24274577,SRR28707227
jurkat_mRNA_49_3_L002,SRX24274578,SRR28707226
jurkat_sgRNA_49_3_L002,SRX24274579,SRR28707225
jurkat_mRNA_31_1_L002,SRX24274580,SRR28707224
jurkat_sgRNA_51_3_L003,SRX24274581,SRR28707223
jurkat_mRNA_51_3_L004,SRX24274582,SRR28707222
jurkat_sgRNA_51_3_L004,SRX24274583,SRR28707221
jurkat_mRNA_51_4_L001,SRX24274584,SRR28707220
jurkat_sgRNA_51_4_L001,SRX24274585,SRR28707219
jurkat_sgRNA_31_2_L001,SRX24274586,SRR28707218
jurkat_mRNA_51_4_L002,SRX24274587,SRR28707217
jurkat_sgRNA_51_4_L002,SRX24274588,SRR28707216
jurkat_mRNA_51_4_L003,SRX24274589,SRR28707215
jurkat_sgRNA_51_4_L003,SRX24274590,SRR28707214
jurkat_mRNA_51_4_L004,SRX24274591,SRR28707213
jurkat_sgRNA_51_4_L004,SRX24274592,SRR28707212
jurkat_mRNA_52_1_L001,SRX24274593,SRR28707211
jurkat_sgRNA_52_1_L001,SRX24274594,SRR28707210
jurkat_mRNA_52_1_L002,SRX24274595,SRR28707209
jurkat_sgRNA_52_1_L002,SRX24274596,SRR28707208
jurkat_mRNA_31_2_L002,SRX24274597,SRR28707207
jurkat_mRNA_52_1_L003,SRX24274598,SRR28707206
jurkat_sgRNA_52_1_L003,SRX24274599,SRR28707205
jurkat_mRNA_52_1_L004,SRX24274600,SRR28707204
jurkat_sgRNA_52_1_L004,SRX24274601,SRR28707203
jurkat_mRNA_52_2_L001,SRX24274602,SRR28707202
jurkat_sgRNA_52_2_L001,SRX24274603,SRR28707201
jurkat_mRNA_52_2_L002,SRX24274604,SRR28707200
jurkat_sgRNA_54_2_L002,SRX24274605,SRR28707199
jurkat_mRNA_54_2_L003,SRX24274606,SRR28707198
jurkat_sgRNA_54_2_L003,SRX24274607,SRR28707197
jurkat_mRNA_54_2_L004,SRX24274608,SRR28707196
jurkat_sgRNA_54_2_L004,SRX24274609,SRR28707195
jurkat_mRNA_54_3_L001,SRX24274610,SRR28707194
jurkat_sgRNA_54_3_L001,SRX24274611,SRR28707193
jurkat_mRNA_54_3_L002,SRX24274612,SRR28707192
jurkat_sgRNA_54_3_L002,SRX24274613,SRR28707191
jurkat_mRNA_31_3_L002,SRX24274614,SRR28707190
jurkat_mRNA_54_3_L003,SRX24274615,SRR28707189
jurkat_sgRNA_54_3_L003,SRX24274616,SRR28707188
jurkat_mRNA_54_3_L004,SRX24274617,SRR28707187
jurkat_sgRNA_54_3_L004,SRX24274618,SRR28707186
jurkat_mRNA_54_4_L001,SRX24274619,SRR28707185
jurkat_sgRNA_54_4_L001,SRX24274620,SRR28707694
jurkat_mRNA_54_4_L002,SRX24274621,SRR28707693
jurkat_sgRNA_54_4_L002,SRX24274622,SRR28707692
jurkat_mRNA_54_4_L003,SRX24274623,SRR28707691
jurkat_sgRNA_54_4_L003,SRX24274624,SRR28707690
jurkat_sgRNA_31_3_L002,SRX24274625,SRR28707689
jurkat_mRNA_54_4_L004,SRX24274626,SRR28707688
jurkat_sgRNA_54_4_L004,SRX24274627,SRR28707687
jurkat_mRNA_55_1_L001,SRX24274628,SRR28707686
jurkat_mRNA_31_4_L003,SRX24274629,SRR28707685
jurkat_sgRNA_31_4_L003,SRX24274630,SRR28707684
jurkat_mRNA_31_4_L004,SRX24274631,SRR28707683
jurkat_sgRNA_31_4_L004,SRX24274632,SRR28707682
jurkat_mRNA_32_1_L001,SRX24274633,SRR28707681
jurkat_sgRNA_32_1_L001,SRX24274634,SRR28707680
jurkat_mRNA_32_1_L002,SRX24274635,SRR28707679
jurkat_sgRNA_32_1_L002,SRX24274636,SRR28707678
jurkat_mRNA_29_2_L003,SRX24274637,SRR28707677
jurkat_mRNA_32_4_L001,SRX24274638,SRR28707676
jurkat_sgRNA_32_4_L001,SRX24274639,SRR28707675
jurkat_mRNA_32_4_L002,SRX24274640,SRR28707674
jurkat_sgRNA_32_4_L002,SRX24274641,SRR28707673
jurkat_mRNA_32_4_L003,SRX24274642,SRR28707672
jurkat_sgRNA_32_4_L003,SRX24274643,SRR28707671
jurkat_mRNA_32_4_L004,SRX24274644,SRR28707670
jurkat_sgRNA_32_4_L004,SRX24274645,SRR28707669
jurkat_mRNA_33_1_L001,SRX24274646,SRR28707668
jurkat_sgRNA_33_1_L001,SRX24274647,SRR28707667
jurkat_sgRNA_29_2_L003,SRX24274648,SRR28707666
jurkat_mRNA_33_1_L002,SRX24274649,SRR28707665
jurkat_sgRNA_33_1_L002,SRX24274650,SRR28707664
jurkat_mRNA_33_1_L003,SRX24274651,SRR28707663
jurkat_sgRNA_33_1_L003,SRX24274652,SRR28707662
jurkat_mRNA_33_1_L004,SRX24274653,SRR28707661
jurkat_sgRNA_33_1_L004,SRX24274654,SRR28707660
jurkat_mRNA_33_2_L001,SRX24274655,SRR28707659
jurkat_sgRNA_33_2_L001,SRX24274656,SRR28707658
jurkat_mRNA_33_2_L002,SRX24274657,SRR28707657
jurkat_sgRNA_33_2_L002,SRX24274658,SRR28707656
jurkat_mRNA_29_2_L004,SRX24274659,SRR28707655
jurkat_mRNA_33_2_L003,SRX24274660,SRR28707654
jurkat_mRNA_35_2_L004,SRX24274661,SRR28707653
jurkat_sgRNA_35_2_L004,SRX24274662,SRR28707652
jurkat_mRNA_35_3_L001,SRX24274663,SRR28707651
jurkat_sgRNA_35_3_L001,SRX24274664,SRR28707650
jurkat_sgRNA_29_3_L003,SRX24274665,SRR28707649
jurkat_mRNA_35_3_L002,SRX24274666,SRR28707648
jurkat_sgRNA_35_3_L002,SRX24274667,SRR28707647
jurkat_mRNA_35_3_L003,SRX24274668,SRR28707646
jurkat_sgRNA_35_3_L003,SRX24274669,SRR28707645
jurkat_mRNA_35_3_L004,SRX24274670,SRR28707644
jurkat_sgRNA_35_3_L004,SRX24274671,SRR28707643
jurkat_mRNA_35_4_L001,SRX24274672,SRR28707642
jurkat_sgRNA_35_4_L001,SRX24274673,SRR28707641
jurkat_mRNA_35_4_L002,SRX24274674,SRR28707640
jurkat_sgRNA_35_4_L002,SRX24274675,SRR28707639
jurkat_mRNA_29_3_L004,SRX24274676,SRR28707638
jurkat_mRNA_35_4_L003,SRX24274677,SRR28707637
jurkat_sgRNA_35_4_L003,SRX24274678,SRR28707636
jurkat_mRNA_35_4_L004,SRX24274679,SRR28707635
jurkat_sgRNA_35_4_L004,SRX24274680,SRR28707634
jurkat_mRNA_36_1_L001,SRX24274681,SRR28707633
jurkat_sgRNA_36_1_L001,SRX24274682,SRR28707632
jurkat_mRNA_36_1_L002,SRX24274683,SRR28707631
jurkat_sgRNA_36_1_L002,SRX24274684,SRR28707630
jurkat_sgRNA_37_2_L004,SRX24274685,SRR28707629
jurkat_mRNA_37_3_L001,SRX24274686,SRR28707628
jurkat_sgRNA_37_3_L001,SRX24274687,SRR28707627
jurkat_mRNA_37_3_L002,SRX24274688,SRR28707626
jurkat_sgRNA_37_3_L002,SRX24274689,SRR28707625
jurkat_mRNA_37_3_L003,SRX24274690,SRR28707624
jurkat_sgRNA_37_3_L003,SRX24274691,SRR28707623
jurkat_mRNA_37_3_L004,SRX24274692,SRR28707622
jurkat_sgRNA_37_3_L004,SRX24274693,SRR28707621
jurkat_mRNA_29_4_L003,SRX24274694,SRR28707620
jurkat_mRNA_37_4_L001,SRX24274695,SRR28707619
jurkat_sgRNA_37_4_L001,SRX24274696,SRR28707618
jurkat_mRNA_37_4_L002,SRX24274697,SRR28707617
jurkat_sgRNA_37_4_L002,SRX24274698,SRR28707616
jurkat_mRNA_37_4_L003,SRX24274699,SRR28707615
jurkat_sgRNA_37_4_L003,SRX24274700,SRR28707614
jurkat_mRNA_37_4_L004,SRX24274701,SRR28707613
jurkat_sgRNA_37_4_L004,SRX24274702,SRR28707612
jurkat_mRNA_38_1_L001,SRX24274703,SRR28707611
jurkat_sgRNA_38_1_L001,SRX24274704,SRR28707610
jurkat_sgRNA_29_4_L003,SRX24274705,SRR28707609
jurkat_mRNA_38_1_L002,SRX24274706,SRR28707608
jurkat_sgRNA_38_1_L002,SRX24274707,SRR28707607
jurkat_mRNA_38_1_L003,SRX24274708,SRR28707606
jurkat_mRNA_40_1_L004,SRX24274709,SRR28707605
jurkat_sgRNA_40_1_L004,SRX24274710,SRR28707604
jurkat_mRNA_30_1_L003,SRX24274711,SRR28707603
jurkat_mRNA_40_2_L001,SRX24274712,SRR28707602
jurkat_sgRNA_40_2_L001,SRX24274713,SRR28707601
jurkat_mRNA_40_2_L002,SRX24274714,SRR28707600
jurkat_sgRNA_40_2_L002,SRX24274715,SRR28707599
jurkat_mRNA_40_2_L003,SRX24274716,SRR28707598
jurkat_sgRNA_40_2_L003,SRX24274717,SRR28707597
jurkat_mRNA_40_2_L004,SRX24274718,SRR28707596
jurkat_sgRNA_40_2_L004,SRX24274719,SRR28707595
jurkat_mRNA_40_3_L001,SRX24274720,SRR28707594
jurkat_sgRNA_40_3_L001,SRX24274721,SRR28707593
jurkat_sgRNA_30_1_L003,SRX24274722,SRR28707592
jurkat_mRNA_40_3_L002,SRX24274723,SRR28707591
jurkat_sgRNA_40_3_L002,SRX24274724,SRR28707590
jurkat_mRNA_40_3_L003,SRX24274725,SRR28707589
jurkat_sgRNA_40_3_L003,SRX24274726,SRR28707588
jurkat_mRNA_40_3_L004,SRX24274727,SRR28707587
jurkat_sgRNA_40_3_L004,SRX24274728,SRR28707586
jurkat_mRNA_40_4_L001,SRX24274729,SRR28707585
jurkat_sgRNA_40_4_L001,SRX24274730,SRR28707584
jurkat_mRNA_40_4_L002,SRX24274731,SRR28707583
jurkat_sgRNA_40_4_L002,SRX24274732,SRR28707582
jurkat_mRNA_42_1_L004,SRX24274733,SRR28707581
jurkat_sgRNA_42_1_L004,SRX24274734,SRR28707580
jurkat_mRNA_42_2_L001,SRX24274735,SRR28707579
jurkat_sgRNA_42_2_L001,SRX24274736,SRR28707578
jurkat_mRNA_42_2_L002,SRX24274737,SRR28707577
jurkat_sgRNA_42_2_L002,SRX24274738,SRR28707576
jurkat_mRNA_42_2_L003,SRX24274739,SRR28707575
jurkat_sgRNA_42_2_L003,SRX24274740,SRR28707574
jurkat_sgRNA_30_2_L002,SRX24274741,SRR28707573
jurkat_mRNA_42_2_L004,SRX24274742,SRR28707572
jurkat_sgRNA_42_2_L004,SRX24274743,SRR28707571
jurkat_mRNA_42_3_L001,SRX24274744,SRR28707570
jurkat_sgRNA_42_3_L001,SRX24274745,SRR28707569
jurkat_mRNA_42_3_L002,SRX24274746,SRR28707568
jurkat_sgRNA_42_3_L002,SRX24274747,SRR28707567
jurkat_mRNA_42_3_L003,SRX24274748,SRR28707566
jurkat_sgRNA_42_3_L003,SRX24274749,SRR28707565
jurkat_mRNA_42_3_L004,SRX24274750,SRR28707564
jurkat_sgRNA_42_3_L004,SRX24274751,SRR28707563
jurkat_mRNA_30_2_L003,SRX24274752,SRR28707562
jurkat_mRNA_42_4_L001,SRX24274753,SRR28707561
jurkat_sgRNA_42_4_L001,SRX24274754,SRR28707560
jurkat_mRNA_42_4_L002,SRX24274755,SRR28707559
jurkat_sgRNA_42_4_L002,SRX24274756,SRR28707558
jurkat_mRNA_46_4_L004,SRX24274757,SRR28707557
jurkat_sgRNA_46_4_L004,SRX24274758,SRR28707556
jurkat_mRNA_47_1_L001,SRX24274759,SRR28707555
jurkat_sgRNA_47_1_L001,SRX24274760,SRR28707554
jurkat_mRNA_47_1_L002,SRX24274761,SRR28707553
jurkat_sgRNA_47_1_L002,SRX24274762,SRR28707552
jurkat_mRNA_30_4_L002,SRX24274763,SRR28707551
jurkat_mRNA_47_1_L003,SRX24274764,SRR28707550
jurkat_sgRNA_47_1_L003,SRX24274765,SRR28707549
jurkat_mRNA_47_1_L004,SRX24274766,SRR28707548
jurkat_sgRNA_47_1_L004,SRX24274767,SRR28707547
jurkat_mRNA_47_2_L001,SRX24274768,SRR28707546
jurkat_sgRNA_47_2_L001,SRX24274769,SRR28707545
jurkat_mRNA_47_2_L002,SRX24274770,SRR28707544
jurkat_sgRNA_47_2_L002,SRX24274771,SRR28707543
jurkat_mRNA_47_2_L003,SRX24274772,SRR28707542
jurkat_sgRNA_47_2_L003,SRX24274773,SRR28707541
jurkat_sgRNA_30_4_L002,SRX24274774,SRR28707540
jurkat_mRNA_47_2_L004,SRX24274775,SRR28707539
jurkat_sgRNA_47_2_L004,SRX24274776,SRR28707538
jurkat_mRNA_47_3_L001,SRX24274777,SRR28707537
jurkat_sgRNA_47_3_L001,SRX24274778,SRR28707536
jurkat_mRNA_47_3_L002,SRX24274779,SRR28707535
jurkat_sgRNA_47_3_L002,SRX24274780,SRR28707534
jurkat_mRNA_49_3_L003,SRX24274781,SRR28707533
jurkat_sgRNA_49_3_L003,SRX24274782,SRR28707532
jurkat_mRNA_49_3_L004,SRX24274783,SRR28707531
jurkat_sgRNA_49_3_L004,SRX24274784,SRR28707530
jurkat_mRNA_49_4_L001,SRX24274785,SRR28707529
jurkat_sgRNA_49_4_L001,SRX24274786,SRR28707528
jurkat_mRNA_49_4_L002,SRX24274787,SRR28707527
jurkat_sgRNA_49_4_L002,SRX24274788,SRR28707526
jurkat_mRNA_49_4_L003,SRX24274789,SRR28707525
jurkat_sgRNA_49_4_L003,SRX24274790,SRR28707524
jurkat_sgRNA_31_1_L002,SRX24274791,SRR28707523
jurkat_mRNA_49_4_L004,SRX24274792,SRR28707522
jurkat_sgRNA_49_4_L004,SRX24274793,SRR28707521
jurkat_mRNA_50_1_L001,SRX24274794,SRR28707520
jurkat_sgRNA_50_1_L001,SRX24274795,SRR28707519
jurkat_mRNA_50_1_L002,SRX24274796,SRR28707518
jurkat_sgRNA_50_1_L002,SRX24274797,SRR28707517
jurkat_mRNA_50_1_L003,SRX24274798,SRR28707516
